Id,SalePrice
1461,122912.0011548756
1462,159000.74612150874
1463,186105.54632683197
1464,196311.17401087307
1465,197935.65526398568
1466,172207.62776461573
1467,182455.31109350463
1468,162034.13095066996
1469,193483.71361813345
1470,118632.83828396541
1471,180157.9483412497
1472,96093.34958744059
1473,95836.83644708524
1474,143598.36217962918
1475,113575.36935118493
1476,367463.12395310914
1477,247355.4165637387
1478,305476.98785090627
1479,312491.49992241693
1480,509854.8185833764
1481,343096.492461587
1482,204702.37639530245
1483,179925.55758740753
1484,161965.75769851802
1485,182094.38714537572
1486,190176.26056233371
1487,353439.74824789196
1488,225294.62058941444
1489,194263.41830402965
1490,232767.5922166587
1491,190098.00441118205
1492,92456.81611207654
1493,199671.0224100124
1494,332572.1458764151
1495,297619.55174302764
1496,236614.0882261964
1497,179664.01326556824
1498,185215.9229079465
1499,161599.00708990876
1500,157691.57381978555
1501,177733.39151265935
1502,148385.09440291568
1503,261269.24783765894
1504,241947.42509224417
1505,228514.47035782438
1506,199204.32562015083
1507,262608.8859060917
1508,213874.64482098952
1509,162116.69583200332
1510,144595.4308867486
1511,159902.66928225735
1512,168958.33278560571
1513,142018.52389546428
1514,172687.02641546645
1515,203406.52746375804
1516,148467.61645865522
1517,171989.52090082745
1518,129393.4461687072
1519,208148.93250232982
1520,126294.70595724552
1521,131816.25194721395
1522,172681.3580592047
1523,113969.7575571913
1524,120458.1111290109
1525,119868.26222615827
1526,116020.31529509313
1527,107898.85210056977
1528,135749.22311284198
1529,153400.89218221972
1530,175412.02270943124
1531,109242.22722878042
1532,94685.91867958748
1533,146781.67795813718
1534,129354.62424709096
1535,147548.66928920266
1536,108132.01083951097
1537,65410.73605040975
1538,138494.22390562738
1539,170083.78052947673
1540,82484.03089852506
1541,142733.26490449472
1542,175462.91353404225
1543,186476.95980688703
1544,88987.86930952266
1545,115156.99332206314
1546,136463.2339715178
1547,129072.74447011408
1548,139364.12969906084
1549,115045.61433253135
1550,134486.59015823255
1551,104643.7321672846
1552,131749.12411926853
1553,131220.75892383838
1554,114842.9750742842
1555,171635.2011798456
1556,76126.87829775705
1557,107291.83638085845
1558,103739.38617124423
1559,71195.3771066742
1560,139638.44296783034
1561,121220.69836175621
1562,133913.2433417688
1563,119863.08847018311
1564,148177.26674828227
1565,149268.93877744646
1566,244578.93013470428
1567,80942.41600750416
1568,246296.91932520136
1569,142153.8982291252
1570,139689.5414778231
1571,112924.8159909656
1572,140073.89617380963
1573,247848.55624001272
1574,123584.88504505136
1575,212090.98707051974
1576,225583.02020069567
1577,176789.53096743207
1578,143809.50827438792
1579,141913.3227612906
1580,196920.83673593306
1581,160390.08595228946
1582,128802.19454304277
1583,305047.4048707301
1584,216967.29782659287
1585,135428.19532786225
1586,79830.91448050115
1587,119130.59935154852
1588,154461.78806113996
1589,93577.95005086288
1590,136716.34569718014
1591,91065.49372821905
1592,119416.16775141463
1593,126463.85260688275
1594,136016.78378229565
1595,111431.15014066482
1596,231953.544761704
1597,193310.46956426968
1598,224187.45190698988
1599,158767.63643809757
1600,152330.66859570544
1601,71641.41176118764
1602,116777.128893701
1603,81008.80420342751
1604,262435.2740504744
1605,237483.31482511017
1606,166914.63343707816
1607,182648.44920623666
1608,216229.2627459515
1609,178888.22521605843
1610,150496.14284906353
1611,137253.858732177
1612,178392.2571163814
1613,167707.19929617457
1614,112466.8663427613
1615,88695.8673141341
1616,75687.79357792724
1617,91720.5177423979
1618,137850.9854531287
1619,142548.0671721972
1620,151875.4097457292
1621,139439.5373487503
1622,137782.94497965998
1623,249769.45518545117
1624,210896.25375590858
1625,115730.651504363
1626,170435.21146545655
1627,192821.67525007183
1628,279680.1469288161
1629,176063.45485590113
1630,384115.0045553727
1631,248420.65716451177
1632,258073.78477269123
1633,161741.2486861543
1634,184785.88152089145
1635,175044.16723803658
1636,154783.74798809402
1637,207630.48707075042
1638,185763.6212586687
1639,187164.86862014074
1640,259689.79950292068
1641,178428.37007490706
1642,254477.04249401233
1643,217124.3416694896
1644,232436.08212781488
1645,203925.27944420592
1646,158043.3771253038
1647,154874.03579625805
1648,129927.92244455962
1649,142222.53539702806
1650,114986.83698049726
1651,122722.93224442264
1652,98461.38270532762
1653,102367.16456122058
1654,144705.35124245027
1655,135451.80568664707
1656,146021.285470143
1657,151615.65435337194
1658,149077.38245607406
1659,124022.33418138341
1660,157218.87614310702
1661,475535.78741384245
1662,424471.06623369834
1663,391460.83166040486
1664,561110.3922068028
1665,309846.3367602406
1666,313045.46095874975
1667,402793.94993454375
1668,339768.24280680134
1669,291536.41737981705
1670,355086.41105719947
1671,264935.9892161087
1672,438526.2406939872
1673,288262.87318547943
1674,237167.43484297453
1675,192450.87227918275
1676,188479.29206363286
1677,213507.99632390006
1678,481747.7198944566
1679,406831.2297153035
1680,336665.9339761336
1681,244298.66749173502
1682,322591.88937534846
1683,182715.68004160616
1684,169136.06387778165
1685,170711.23303205898
1686,171022.9137833987
1687,161126.69660505673
1688,184101.6049841197
1689,188142.226826759
1690,192473.05741154513
1691,183139.80386766721
1692,264034.2267431588
1693,161601.83696557887
1694,184230.3049589935
1695,162992.6382596756
1696,280597.07027567684
1697,166419.79015093058
1698,361914.8790385279
1699,325835.9241251735
1700,248665.76668440297
1701,276599.1159266298
1702,239929.26039953443
1703,236609.99452793252
1704,270576.2581255403
1705,229190.03791699334
1706,241233.35859549302
1707,213956.21695678306
1708,201317.6014783745
1709,260243.01335397473
1710,218032.54285294985
1711,267448.86892781657
1712,256684.45421406964
1713,277801.7333685565
1714,226848.61779844816
1715,210764.9538626046
1716,180201.6956681577
1717,168535.34144347496
1718,134925.0320163792
1719,201512.8843580498
1720,231719.49259240198
1721,150470.3321506294
1722,118870.46819455459
1723,149197.6649207414
1724,195740.49937539373
1725,239473.43478744084
1726,173422.21642534193
1727,159322.25363355488
1728,159087.60904314322
1729,167884.95048282482
1730,147287.36521085244
1731,114466.157773959
1732,131199.82679540062
1733,112069.50866118111
1734,138294.02568536872
1735,116912.46048863826
1736,104081.50887145707
1737,305688.4239803684
1738,246927.06837681617
1739,230053.02595744267
1740,212448.58946765738
1741,184521.7471882732
1742,175955.90194353426
1743,175381.2266535518
1744,349756.2421823129
1745,232793.95765552548
1746,189026.97759998025
1747,220365.5019336548
1748,217514.51779811786
1749,147301.055731188
1750,127524.7472275548
1751,251043.80477375712
1752,115273.87657582994
1753,153657.7703489396
1754,188014.86534832307
1755,170406.08044879945
1756,124360.66736422863
1757,119872.01137562351
1758,141939.09413468093
1759,161239.43296574394
1760,158677.19001504272
